ID,Form_ID,Cognateset_ID,Morph_Index
409,80-c5af0543407a6e8ba11db6a69f792014-71165,55835,0
410,1-0d8dc086e16e3ac48f05d555994da7d7-9790,55835,1
411,2-0d8dc086e16e3ac48f05d555994da7d7-11310,55835,1
412,3-0d8dc086e16e3ac48f05d555994da7d7-12857,55835,1
413,4-0d8dc086e16e3ac48f05d555994da7d7-15969,55835,1
414,72-0d8dc086e16e3ac48f05d555994da7d7-59413,55835,1
415,74-0d8dc086e16e3ac48f05d555994da7d7-60006,55835,1
416,79-a1b8df531ad4fd532cfad6707d712b1c-69268,55835,1
417,79-0d8dc086e16e3ac48f05d555994da7d7-70024,55835,1
418,80-0d8dc086e16e3ac48f05d555994da7d7-71389,55835,1
419,1-36ea88c42525c5f42ebbe0fd38a893a5-10785,55837,1
420,4-36ea88c42525c5f42ebbe0fd38a893a5-16041,55837,1
421,79-45ac816cb848b5f1ed60e718964ffa3a-69632,55837,1
422,80-45ac816cb848b5f1ed60e718964ffa3a-71461,55837,1
423,4-06d80eb0c50b49a509b49f2424e8c805-15988,55838,0
424,72-06d80eb0c50b49a509b49f2424e8c805-59312,55838,0
425,74-06d80eb0c50b49a509b49f2424e8c805-59899,55838,0
426,75-06d80eb0c50b49a509b49f2424e8c805-60306,55838,0
427,79-06d80eb0c50b49a509b49f2424e8c805-68945,55838,0
428,80-06d80eb0c50b49a509b49f2424e8c805-71408,55838,0
429,1-8d183216199588c13a04fc83e1afc87f-9381,55838,1
430,2-8d183216199588c13a04fc83e1afc87f-10890,55838,1
431,73-06d80eb0c50b49a509b49f2424e8c805-59760,55838,1
432,1-7bd17e344d7d4e490ae68b1c28b9662d-9864,55839,1
433,3-0e9312087f58f367d001ec9bae8f325a-12937,55839,1
434,10-0e9312087f58f367d001ec9bae8f325a-14910,55839,1
435,11-0e9312087f58f367d001ec9bae8f325a-14971,55839,1
436,12-0e9312087f58f367d001ec9bae8f325a-15031,55839,1
437,13-0e9312087f58f367d001ec9bae8f325a-15091,55839,1
438,4-0e9312087f58f367d001ec9bae8f325a-15923,55839,1
439,75-0e9312087f58f367d001ec9bae8f325a-60312,55839,1
440,79-0e9312087f58f367d001ec9bae8f325a-69059,55839,1
441,80-0e9312087f58f367d001ec9bae8f325a-71343,55839,1
442,2-0e9312087f58f367d001ec9bae8f325a-10969,55839,3
443,1-5c731c8c4ee0f43b4b605d534f888603-10744,55840,2
444,4-5c731c8c4ee0f43b4b605d534f888603-16263,55840,2
445,79-a1d7850c52bb4e1783e85e8a0e0e7303-70633,55840,2
446,80-a1d7850c52bb4e1783e85e8a0e0e7303-71683,55840,2
447,72-c95d898a165bb652a559fec9a0e2f86a-59555,55841,0
448,1-c95d898a165bb652a559fec9a0e2f86a-9873,55841,2
449,2-c95d898a165bb652a559fec9a0e2f86a-11196,55841,2
450,3-c95d898a165bb652a559fec9a0e2f86a-12948,55841,2
451,4-c95d898a165bb652a559fec9a0e2f86a-16128,55841,2
452,79-b32537a7b8691e0e5a1effb736c1047e-70347,55841,2
453,80-b32537a7b8691e0e5a1effb736c1047e-71548,55841,2
454,75-9460370bb0ca1c98a779b1bcc6861c2c-60375,55842,0
455,1-9460370bb0ca1c98a779b1bcc6861c2c-10036,55842,1
456,2-9460370bb0ca1c98a779b1bcc6861c2c-11560,55842,1
457,3-9460370bb0ca1c98a779b1bcc6861c2c-13125,55842,1
458,10-9460370bb0ca1c98a779b1bcc6861c2c-14954,55842,1
459,11-9460370bb0ca1c98a779b1bcc6861c2c-15014,55842,1
460,12-9460370bb0ca1c98a779b1bcc6861c2c-15074,55842,1
461,13-9460370bb0ca1c98a779b1bcc6861c2c-15133,55842,1
462,4-9460370bb0ca1c98a779b1bcc6861c2c-16018,55842,1
463,72-9460370bb0ca1c98a779b1bcc6861c2c-59253,55842,1
464,73-9460370bb0ca1c98a779b1bcc6861c2c-59829,55842,1
465,74-9460370bb0ca1c98a779b1bcc6861c2c-59837,55842,1
466,80-9460370bb0ca1c98a779b1bcc6861c2c-71438,55842,1
467,1-46f71c76983fdee6da6d23c449c8dbc6-10659,55843,1
468,2-035d02e56845b5a4979feabda0824f88-12179,55843,1
469,3-ffff57b7c0496aaf078506fe41e78e86-13759,55843,1
470,4-efb7b7f1116ea618f62c57ad15771d5d-14475,55843,1
471,79-bb7d765a633e165f643e692fca7f7034-70297,55843,1
472,80-bb7d765a633e165f643e692fca7f7034-71222,55843,1
473,72-ed735d55415bee976b771989be8f7005-59578,55844,1
474,74-ed735d55415bee976b771989be8f7005-60194,55844,1
475,1-dd637460e06bda48c62b20a92e39f60c-9652,55844,2
476,3-ed735d55415bee976b771989be8f7005-12712,55844,2
477,4-ed735d55415bee976b771989be8f7005-15955,55844,2
478,73-ed735d55415bee976b771989be8f7005-59750,55844,2
479,75-ed735d55415bee976b771989be8f7005-60296,55844,2
480,79-ed735d55415bee976b771989be8f7005-70333,55844,2
481,80-ed735d55415bee976b771989be8f7005-71375,55844,2
482,1-2ab04865d6359551cddfb42a394b84f2-10176,55845,1
483,3-2f9dfe0a3071e637dde5a434fd26b9e6-13255,55845,1
484,4-08e5ff2b5823996396ef84e4344710e3-16199,55845,1
485,80-79198913a495dade1a2aca609635fd18-71619,55845,1
486,79-79198913a495dade1a2aca609635fd18-69368,55845,3
487,1-03b8329bda582e068b951613bbc070a0-10769,55846,2
488,2-03b8329bda582e068b951613bbc070a0-12303,55846,2
489,4-0e3b007b5d0af0e9b8a3699590b6b4d5-16247,55846,2
490,74-03b8329bda582e068b951613bbc070a0-60113,55846,2
491,80-0e3b007b5d0af0e9b8a3699590b6b4d5-71667,55846,2
492,3-cf6c9df68ded66fc2c9d509d76ae22cc-13154,55847,1
493,10-852488ddd9570bc877783bf4397563e0-14909,55847,1
494,11-852488ddd9570bc877783bf4397563e0-14970,55847,1
495,12-852488ddd9570bc877783bf4397563e0-15030,55847,1
496,13-852488ddd9570bc877783bf4397563e0-15090,55847,1
497,1-852488ddd9570bc877783bf4397563e0-15180,55847,1
498,4-852488ddd9570bc877783bf4397563e0-16076,55847,1
499,72-852488ddd9570bc877783bf4397563e0-59254,55847,1
500,73-82479950de228963a5dedca292b730ec-59764,55847,1
501,74-852488ddd9570bc877783bf4397563e0-59838,55847,1
502,75-82479950de228963a5dedca292b730ec-60310,55847,1
503,80-852488ddd9570bc877783bf4397563e0-71496,55847,1
504,2-241d239d803f6e100d3d20f7b6cfdca6-11587,55847,2
505,3-015f28b9df1bdd36427dd976fb73b29d-13108,55848,0
506,10-015f28b9df1bdd36427dd976fb73b29d-14914,55848,0
507,11-015f28b9df1bdd36427dd976fb73b29d-14975,55848,0
508,12-015f28b9df1bdd36427dd976fb73b29d-15035,55848,0
509,4-015f28b9df1bdd36427dd976fb73b29d-16000,55848,0
510,72-015f28b9df1bdd36427dd976fb73b29d-59252,55848,0
511,74-015f28b9df1bdd36427dd976fb73b29d-59836,55848,0
512,75-015f28b9df1bdd36427dd976fb73b29d-60315,55848,0
513,80-4dbfe57d9d60a4ccc5161aeef49b75fa-71420,55848,0
514,1-015f28b9df1bdd36427dd976fb73b29d-10019,55848,1
515,2-015f28b9df1bdd36427dd976fb73b29d-11543,55848,1
516,73-015f28b9df1bdd36427dd976fb73b29d-59769,55848,1
517,79-4dbfe57d9d60a4ccc5161aeef49b75fa-70200,55848,2
518,72-4e1df3d256693afb3630685668820df4-59336,55849,0
519,1-d8735f7489c94f42f508d7eb1c249584-9733,55849,1
520,2-a667c87742d19be5cf1fdfc011a40905-11260,55849,1
521,3-f155e2b0674e3aea187c9df55ce6d239-12785,55849,1
522,4-d8735f7489c94f42f508d7eb1c249584-16270,55849,1
523,73-d8735f7489c94f42f508d7eb1c249584-59772,55849,1
524,80-38da310b7f32e8d0b06fc8848d63aec7-71690,55849,1
525,79-38da310b7f32e8d0b06fc8848d63aec7-68319,55849,6
526,72-e0deff349b2c61f5f796ccaa344a4930-59382,55850,0
527,1-8e0784a23b769046be921960fef2ddf9-10288,55850,1
528,3-e0deff349b2c61f5f796ccaa344a4930-13376,55850,1
529,4-e0deff349b2c61f5f796ccaa344a4930-16278,55850,1
530,74-e0deff349b2c61f5f796ccaa344a4930-59971,55850,1
531,79-4d26c7ba38cfdd0546a52e121ee3fa72-68834,55850,1
532,80-e0a31b79c8056f416a084dfc91db277d-71698,55850,1
533,2-e0deff349b2c61f5f796ccaa344a4930-12160,55850,2
534,79-e0a31b79c8056f416a084dfc91db277d-68879,55850,2
535,72-af9dc3cd6ce29d560a1e4077694254d9-59559,55851,0
536,74-af9dc3cd6ce29d560a1e4077694254d9-60175,55851,0
537,1-422cde921874e356b91ad1beaea456c9-10644,55851,1
538,2-422cde921874e356b91ad1beaea456c9-12161,55851,1
539,3-422cde921874e356b91ad1beaea456c9-13740,55851,1
540,4-c2ee9f70345030a76c5544986f012183-16063,55851,1
541,73-778ecbf66a36dad4bbbc9d420f2ee060-59787,55851,1
542,73-1e8e42b87a65326b98ced7d3af717a72-59810,55851,1
543,75-778ecbf66a36dad4bbbc9d420f2ee060-60333,55851,1
544,80-fdedc0f48ebfe12c3717dcea673799cf-71483,55851,1
545,79-fdedc0f48ebfe12c3717dcea673799cf-68712,55851,4
546,1-85d7268154243dde3d530c057ef6d283-10842,55852,1
547,2-85d7268154243dde3d530c057ef6d283-12382,55852,1
548,3-f279f7725b233055488b02ec4ba796f7-13987,55852,1
549,4-f279f7725b233055488b02ec4ba796f7-16290,55852,1
550,79-f324726bd9256a0df34a9bf2555d23a7-68920,55852,1
551,80-f324726bd9256a0df34a9bf2555d23a7-71710,55852,1
552,3-dc700272f46fb3ddd0550f40664239af-13019,55853,0
553,1-dc700272f46fb3ddd0550f40664239af-9934,55853,1
554,4-dc700272f46fb3ddd0550f40664239af-16208,55853,1
555,74-dc700272f46fb3ddd0550f40664239af-60030,55853,1
556,79-120a033048dd482fa7a4c1d12c754fdd-70138,55853,1
557,80-120a033048dd482fa7a4c1d12c754fdd-71628,55853,1
558,2-dc700272f46fb3ddd0550f40664239af-11457,55853,2
559,1-eac074b0503b45740d49b18eb659bcfc-9417,55854,1
560,3-eac074b0503b45740d49b18eb659bcfc-12465,55854,1
561,4-eac074b0503b45740d49b18eb659bcfc-16140,55854,1
562,80-eac074b0503b45740d49b18eb659bcfc-71560,55854,1
563,2-eac074b0503b45740d49b18eb659bcfc-10926,55854,2
564,1-65c6ff9204ab076df54d2cf09cc54849-9701,55855,1
565,4-7aea2552dfe7eb84b9443b6fc9ba6e01-16073,55855,1
566,74-7aea2552dfe7eb84b9443b6fc9ba6e01-59962,55855,1
567,80-ee4514512bf528baa8bd13880148a63e-71493,55855,1
568,2-7aea2552dfe7eb84b9443b6fc9ba6e01-11174,55855,2
569,3-7aea2552dfe7eb84b9443b6fc9ba6e01-12763,55855,2
570,72-7aea2552dfe7eb84b9443b6fc9ba6e01-59373,55855,2
571,73-7aea2552dfe7eb84b9443b6fc9ba6e01-59820,55855,2
572,75-7aea2552dfe7eb84b9443b6fc9ba6e01-60366,55855,2
573,79-ee4514512bf528baa8bd13880148a63e-68258,55855,2
574,1-cc99541ff10660a5542cc6eec7b81ac4-9633,55856,1
575,4-cc99541ff10660a5542cc6eec7b81ac4-16282,55856,1
576,80-cc99541ff10660a5542cc6eec7b81ac4-71702,55856,1
577,2-cc99541ff10660a5542cc6eec7b81ac4-11132,55856,2
578,73-cc99541ff10660a5542cc6eec7b81ac4-59825,55856,2
579,75-cc99541ff10660a5542cc6eec7b81ac4-60371,55856,2
580,1-bd589331b99367c8db92ab7ffaecc30b-9502,55857,1
581,4-bd589331b99367c8db92ab7ffaecc30b-16097,55857,1
582,79-bd589331b99367c8db92ab7ffaecc30b-70252,55857,1
583,80-bd589331b99367c8db92ab7ffaecc30b-71517,55857,1
584,2-bd589331b99367c8db92ab7ffaecc30b-11011,55857,2
585,1-15c74daa224f69d40cf879d573981d67-10735,55858,1
586,4-b8be7b9eab6586b9a5e2dcaac2c1c9f2-14091,55858,1
587,79-bad5083a615b428c6ce2d61956c16068-69828,55858,1
588,80-bad5083a615b428c6ce2d61956c16068-70838,55858,1
589,3-1e3fd7c2160a19080f3e8b68c2b6df30-13859,55858,3
590,72-37b90b7e32ba137d26fd61f2ebaa8cae-59554,55859,0
591,1-36388a74b9d4c0f7fa3e4bc874e12ce4-9574,55859,1
592,2-36388a74b9d4c0f7fa3e4bc874e12ce4-11085,55859,1
593,3-a5bfc6ab0c23dc6d3bffd09cf9d66a5d-12626,55859,1
594,4-36388a74b9d4c0f7fa3e4bc874e12ce4-16313,55859,1
595,80-36388a74b9d4c0f7fa3e4bc874e12ce4-71733,55859,1
596,1-d20fe8fcebab6be60c404a71946b1657-10175,55860,1
597,2-6bd6a46879f50be260ed14900043c059-11695,55860,1
598,3-6bd6a46879f50be260ed14900043c059-13265,55860,1
599,4-6bd6a46879f50be260ed14900043c059-16252,55860,1
600,79-6bd6a46879f50be260ed14900043c059-69351,55860,1
601,80-6bd6a46879f50be260ed14900043c059-71672,55860,1
602,1-3c6f58be2474abf652b613858395335f-10033,55861,1
603,4-a985c9764e0e6d738ff20f2328a0644b-16095,55861,1
604,79-0bd6c43737f2221c378f6c57b8459d91-69530,55861,1
605,80-0bd6c43737f2221c378f6c57b8459d91-71515,55861,1
606,3-5b71518329fee780e81e513b3812dbe9-13116,55861,2
607,79-e9a883a25914bbcde5a37e1c215cd9fd-68898,55862,0
608,1-1534477b314797aae378d292ec836521-10719,55862,1
609,2-1534477b314797aae378d292ec836521-12242,55862,1
610,4-1534477b314797aae378d292ec836521-15950,55862,1
611,3-1534477b314797aae378d292ec836521-58279,55862,1
612,80-e9a883a25914bbcde5a37e1c215cd9fd-71370,55862,1
613,3-06e3d36fa30cea095545139854ad1fb9-13741,55863,0
614,4-06e3d36fa30cea095545139854ad1fb9-16021,55863,0
615,80-06e3d36fa30cea095545139854ad1fb9-71441,55863,0
616,2-06e3d36fa30cea095545139854ad1fb9-12162,55863,1
617,1-06e3d36fa30cea095545139854ad1fb9-15325,55863,1
618,12-96e89a298e0a9f469b9ae458d6afae9f-15042,55864,0
619,13-96e89a298e0a9f469b9ae458d6afae9f-15102,55864,0
620,72-96e89a298e0a9f469b9ae458d6afae9f-59334,55864,0
621,1-96e89a298e0a9f469b9ae458d6afae9f-9575,55864,1
622,2-96e89a298e0a9f469b9ae458d6afae9f-11082,55864,1
623,3-96e89a298e0a9f469b9ae458d6afae9f-12627,55864,1
624,10-96e89a298e0a9f469b9ae458d6afae9f-14921,55864,1
625,11-96e89a298e0a9f469b9ae458d6afae9f-14982,55864,1
626,4-96e89a298e0a9f469b9ae458d6afae9f-16119,55864,1
627,73-96e89a298e0a9f469b9ae458d6afae9f-59779,55864,1
628,74-96e89a298e0a9f469b9ae458d6afae9f-59922,55864,1
629,75-96e89a298e0a9f469b9ae458d6afae9f-60325,55864,1
630,79-af58cfc071f3ac68187686ead49080f8-68313,55864,1
631,80-af58cfc071f3ac68187686ead49080f8-71539,55864,1
632,3-c0db02dc3acfab553a6c97106724f1b8-12853,55865,1
633,2-e9fcaa41fb3042a4cc82833a48e3ff50-15641,55865,1
634,4-e9fcaa41fb3042a4cc82833a48e3ff50-15958,55865,1
635,79-c0db02dc3acfab553a6c97106724f1b8-70446,55865,1
636,80-c0db02dc3acfab553a6c97106724f1b8-71378,55865,1
637,3-f553f567663674eb9138e88150a7dbf3-13743,55866,1
638,4-f553f567663674eb9138e88150a7dbf3-16316,55866,1
639,80-f553f567663674eb9138e88150a7dbf3-71736,55866,1
640,1-6ce1a133fa63d64306c463bdd3122598-10817,55867,1
641,2-6ce1a133fa63d64306c463bdd3122598-12299,55867,1
642,4-6ce1a133fa63d64306c463bdd3122598-16079,55867,1
643,79-9439c86d638b64c2ee51f36aa57cf0dd-69529,55867,1
644,80-9439c86d638b64c2ee51f36aa57cf0dd-71499,55867,1
645,4-89a33a8840519d116fcdf2b303de199d-16219,55868,0
646,80-bdee739ebec162311b5775a6971562d7-71639,55868,0
647,1-febcfc97ba0ac72f29ba46fb1c2c41e0-9636,55868,1
648,3-febcfc97ba0ac72f29ba46fb1c2c41e0-12695,55868,1
649,79-bdee739ebec162311b5775a6971562d7-70415,55868,2
650,3-9dfd70fdf15a3cb1ea00d7799ac6651b-12562,55869,0
651,4-9dfd70fdf15a3cb1ea00d7799ac6651b-16112,55869,0
652,74-dd3d13e11583e3af945a78127545dfe2-60021,55869,0
653,80-9dfd70fdf15a3cb1ea00d7799ac6651b-71532,55869,0
654,1-9dfd70fdf15a3cb1ea00d7799ac6651b-9514,55869,1
655,3-4b95fb567b47eb71a09b4126f23c1533-13266,55870,1
656,4-b2478ac4310a3029057c31646a85b99e-16209,55870,1
657,79-0cc550bbb05416a9fd3322e5e93dd09b-68402,55870,1
658,80-0cc550bbb05416a9fd3322e5e93dd09b-71629,55870,1
659,3-a1234b3161b4fbfdfb96dd576b65bbea-13092,55871,0
660,4-a1234b3161b4fbfdfb96dd576b65bbea-16315,55871,0
661,72-a1234b3161b4fbfdfb96dd576b65bbea-59257,55871,0
662,73-a1234b3161b4fbfdfb96dd576b65bbea-59756,55871,0
663,80-a1234b3161b4fbfdfb96dd576b65bbea-71735,55871,0
664,2-a1234b3161b4fbfdfb96dd576b65bbea-11527,55871,1
665,1-63faabca234a29640f3344e74c0672da-10756,55872,1
666,2-63faabca234a29640f3344e74c0672da-12287,55872,1
667,3-0d3d238b089a67e34e39b5abf80db19b-13887,55872,1
668,4-63faabca234a29640f3344e74c0672da-16492,55872,1
669,79-591e814ce18a98f96276c96bd851d5ed-69964,55872,1
670,80-591e814ce18a98f96276c96bd851d5ed-71912,55872,1
671,2-b4181cca26f7bf00466808f404f59706-12385,55873,1
672,1-7e46eeae06e582614a250a0a7d75abe1-15400,55873,1
673,4-e9dc924f238fa6cc29465942875fe8f0-16144,55873,1
674,73-e9dc924f238fa6cc29465942875fe8f0-59773,55873,1
675,79-4a55e87dd23e286d2e8711f8227308e4-69865,55873,1
676,80-4a55e87dd23e286d2e8711f8227308e4-71564,55873,1
677,4-7973317bdaac700ecde1732199a4de51-15945,55874,0
678,80-7973317bdaac700ecde1732199a4de51-71365,55874,0
679,1-7973317bdaac700ecde1732199a4de51-15301,55874,1
680,72-811882fecd5c7618d7099ebbd39ea254-59480,55874,1
681,1-bb43293d920646f9308f8e7c848d33de-10758,55875,1
682,3-bb43293d920646f9308f8e7c848d33de-13889,55875,1
683,2-bb43293d920646f9308f8e7c848d33de-15638,55875,1
684,4-bb43293d920646f9308f8e7c848d33de-16039,55875,1
685,79-e75d1e38e82d89d355a215989c7b85c7-69986,55875,1
686,80-e75d1e38e82d89d355a215989c7b85c7-71459,55875,1
687,1-bcb2750ff6f20411b7e305760985726d-9352,55876,1
688,3-bcb2750ff6f20411b7e305760985726d-12400,55876,1
689,12-bcb2750ff6f20411b7e305760985726d-15023,55876,1
690,13-bcb2750ff6f20411b7e305760985726d-15083,55876,1
691,4-19e1ae7489611024afe085a36870edac-15942,55876,1
692,74-bcb2750ff6f20411b7e305760985726d-59889,55876,1
693,80-19e1ae7489611024afe085a36870edac-71362,55876,1
694,2-bcb2750ff6f20411b7e305760985726d-10861,55876,2
695,1-ba9cff47632a0906d8121e594cb93a15-10565,55877,2
696,2-ba9cff47632a0906d8121e594cb93a15-12082,55877,2
697,3-ba9cff47632a0906d8121e594cb93a15-13654,55877,2
698,4-4c88125fb16c71ec0d9a528967994468-16298,55877,2
699,79-365dcb95738cf43604336a964d1bc77b-69761,55877,2
700,79-cc3216b3c60fd8ea5c7a8abcd3de6f82-70518,55877,2
701,80-cc3216b3c60fd8ea5c7a8abcd3de6f82-71718,55877,2
702,1-0714723730a54ea22c45bb9ee15b2369-9929,55878,1
703,2-0714723730a54ea22c45bb9ee15b2369-11451,55878,2
704,1-cd8e7918010a87cc619849e00265c9a6-10714,55879,2
705,2-cd8e7918010a87cc619849e00265c9a6-12237,55879,2
706,1-ef970bddec97fd21182fe92b7ed20751-10757,55880,1
707,4-ef970bddec97fd21182fe92b7ed20751-15974,55880,1
708,80-9e992b355046ea4a704591e272765875-71394,55880,1
709,79-9e992b355046ea4a704591e272765875-69105,55880,3
710,12-2c5ca38849d1b0b961844c065214ff1a-15040,55881,0
711,13-2c5ca38849d1b0b961844c065214ff1a-15100,55881,0
712,72-2c5ca38849d1b0b961844c065214ff1a-59353,55881,0
713,1-a20a42de6a1a71f0ea6277b6c507f4a8-9759,55881,1
714,10-2c5ca38849d1b0b961844c065214ff1a-14919,55881,1
715,11-2c5ca38849d1b0b961844c065214ff1a-14980,55881,1
716,4-5cc0eba95a51787a116d5fd9af7f4040-16094,55881,1
717,79-615b0bc514c925ea3444c5fb3e69ad62-69263,55881,1
718,80-615b0bc514c925ea3444c5fb3e69ad62-71514,55881,1
719,2-e27081a9bd5a2572c28c996501c45c50-11281,55881,2
720,74-2c5ca38849d1b0b961844c065214ff1a-59942,55881,2
721,75-2c5ca38849d1b0b961844c065214ff1a-60323,55881,2
722,2-d8e265f13545e890c178a34a72f62c43-10946,55882,1
723,4-d8e265f13545e890c178a34a72f62c43-16177,55882,1
724,80-d8e265f13545e890c178a34a72f62c43-71597,55882,1
725,3-ecbfde1394f2dfe02d50081d8a35dba6-13031,55883,0
726,4-ecbfde1394f2dfe02d50081d8a35dba6-16281,55883,0
727,79-5e47949e1cdac2a468723a159d1923d2-68997,55883,0
728,80-5e47949e1cdac2a468723a159d1923d2-71701,55883,0
729,1-ecbfde1394f2dfe02d50081d8a35dba6-9947,55883,1
730,72-a53108f7543b75adbb34afc035d4cdf6-59563,55884,0
731,1-db05c988e5abdf34301dfd0e54998a67-10664,55884,1
732,4-db05c988e5abdf34301dfd0e54998a67-16138,55884,2
733,79-75740b6319d7b126fdd16342efe8f6c8-70604,55884,2
734,80-75740b6319d7b126fdd16342efe8f6c8-71558,55884,2
735,74-87d4eeb7dec7686410748d174c0e0a11-60182,55885,0
736,1-87d4eeb7dec7686410748d174c0e0a11-15275,55885,1
737,4-87d4eeb7dec7686410748d174c0e0a11-16133,55885,1
738,79-788d98d45e9f52d8d8c92cd690fb4396-69777,55885,1
739,80-788d98d45e9f52d8d8c92cd690fb4396-71553,55885,1
740,74-d938ad5cbe68bec494fbbf4463ad031d-60225,55886,0
741,3-90f0c60c3eafe7146a4468bdf3b82c82-12664,55886,1
742,1-d938ad5cbe68bec494fbbf4463ad031d-15349,55886,2
743,2-d938ad5cbe68bec494fbbf4463ad031d-15700,55886,2
744,4-d938ad5cbe68bec494fbbf4463ad031d-15948,55886,2
745,79-34bf3359ebf3f0056fecb489383c61a4-70551,55886,2
746,80-34bf3359ebf3f0056fecb489383c61a4-71368,55886,2
747,10-813f8ce580f276558ce9e5093468b1ab-14952,55887,0
748,11-813f8ce580f276558ce9e5093468b1ab-15013,55887,0
749,12-813f8ce580f276558ce9e5093468b1ab-15073,55887,0
750,13-813f8ce580f276558ce9e5093468b1ab-15132,55887,0
751,4-87cf962b35146c21d0dd7f84594662b6-16211,55887,0
752,72-5d991220a07e65eb7ab854341691ca7d-59270,55887,0
753,80-523cb1f1cd9671835df8041c998f8c65-71631,55887,0
754,1-813f8ce580f276558ce9e5093468b1ab-10218,55887,1
755,2-813f8ce580f276558ce9e5093468b1ab-11735,55887,1
756,79-523cb1f1cd9671835df8041c998f8c65-69363,55887,1
757,3-893b56e3cfe153fb770a120b83bac20c-12447,55888,1
758,4-893b56e3cfe153fb770a120b83bac20c-16086,55888,1
759,72-893b56e3cfe153fb770a120b83bac20c-59308,55888,1
760,80-893b56e3cfe153fb770a120b83bac20c-71506,55888,1
761,4-2feaaf89c21770ea5c21196bc33848dd-16230,55889,0
762,72-2feaaf89c21770ea5c21196bc33848dd-59425,55889,0
763,80-2feaaf89c21770ea5c21196bc33848dd-71650,55889,0
764,1-2feaaf89c21770ea5c21196bc33848dd-9931,55889,1
765,4-71ef1b11cf2828a03be1378a0f88e8da-15984,55890,0
766,72-3767b450824877f2b8f284f7a5625440-59393,55890,0
767,80-71ef1b11cf2828a03be1378a0f88e8da-71404,55890,0
768,3-220e68e8cc2bb29bba92eab4740fe9fa-13476,55890,1
769,1-71ef1b11cf2828a03be1378a0f88e8da-15352,55890,1
770,1-88fcc23b74f16d118617cefb688c83b6-10825,55891,1
771,4-4753a58a1761b872e5da3ed59ae3c60d-16188,55891,1
772,79-5118df4739046c982f6f9220461c767e-70680,55891,1
773,80-5118df4739046c982f6f9220461c767e-71608,55891,1
774,3-2ca63cddd54f9490efad22421891a9d1-13304,55892,0
775,10-2ca63cddd54f9490efad22421891a9d1-14925,55892,0
776,11-2ca63cddd54f9490efad22421891a9d1-14986,55892,0
777,12-2ca63cddd54f9490efad22421891a9d1-15046,55892,0
778,4-2ca63cddd54f9490efad22421891a9d1-16251,55892,0
779,72-2ca63cddd54f9490efad22421891a9d1-59424,55892,0
780,74-2ca63cddd54f9490efad22421891a9d1-60023,55892,0
781,80-7b65dcf020279efe8040bb20835ea938-71671,55892,0
782,1-2ca63cddd54f9490efad22421891a9d1-10219,55892,1
783,79-7b65dcf020279efe8040bb20835ea938-69520,55892,2
784,1-4bf84babe76dabda6c4da4d25354704d-9921,55893,1
785,3-4bf84babe76dabda6c4da4d25354704d-13003,55893,1
786,4-4bf84babe76dabda6c4da4d25354704d-16111,55893,1
787,79-4bf84babe76dabda6c4da4d25354704d-69851,55893,1
788,80-4bf84babe76dabda6c4da4d25354704d-71531,55893,1
789,1-e549a200372db9f3fcfac9f384e4ac2d-10782,55894,1
790,3-e549a200372db9f3fcfac9f384e4ac2d-13917,55894,1
791,4-e549a200372db9f3fcfac9f384e4ac2d-16059,55894,1
792,79-091ca05fd1d391ca5bdd405510e9287e-69936,55894,1
793,80-091ca05fd1d391ca5bdd405510e9287e-71479,55894,1
794,2-6391ea92d2d8122515115a04b59d5c55-12290,55895,1
795,3-6391ea92d2d8122515115a04b59d5c55-13890,55895,1
796,1-6391ea92d2d8122515115a04b59d5c55-10759,55895,2
797,4-b430670f540c6b2149804ef71dd0fbd7-14317,55895,2
798,79-809ddfbab648bc20168f272c40089f61-70601,55895,2
799,80-809ddfbab648bc20168f272c40089f61-71064,55895,2
800,1-469bba0a564235dfceede42db14f17b0-9686,55896,0
801,4-469bba0a564235dfceede42db14f17b0-16159,55896,0
802,80-469bba0a564235dfceede42db14f17b0-71579,55896,0
803,2-469bba0a564235dfceede42db14f17b0-11171,55896,2
804,1-a88f05b6c963e145a45b58c47cd42a41-10666,55897,2
805,4-a88f05b6c963e145a45b58c47cd42a41-15938,55897,2
806,79-ca789b26f27a84744eef5416e9cb9606-70636,55897,2
807,80-ca789b26f27a84744eef5416e9cb9606-71358,55897,2
808,1-9bbd993d9da7df60b3fd4a4ed721b082-10770,55898,1
809,4-9bbd993d9da7df60b3fd4a4ed721b082-15962,55898,1
810,79-e6973ae01efa8932ed778579c92f92f9-68447,55898,1
811,80-e6973ae01efa8932ed778579c92f92f9-71382,55898,1
812,1-35d6d33467aae9a2e3dccb4b6b027878-10120,55899,1
813,2-35d6d33467aae9a2e3dccb4b6b027878-11644,55899,1
814,4-35d6d33467aae9a2e3dccb4b6b027878-16153,55899,1
815,72-35d6d33467aae9a2e3dccb4b6b027878-59443,55899,1
816,73-35d6d33467aae9a2e3dccb4b6b027878-59824,55899,1
817,74-35d6d33467aae9a2e3dccb4b6b027878-60048,55899,1
818,75-35d6d33467aae9a2e3dccb4b6b027878-60370,55899,1
819,79-35d6d33467aae9a2e3dccb4b6b027878-70082,55899,1
820,80-35d6d33467aae9a2e3dccb4b6b027878-71573,55899,1
821,1-a957a3153eb7126b1c5f8b6aac35de53-10821,55900,1
822,2-a957a3153eb7126b1c5f8b6aac35de53-12362,55900,1
