ID,Name
171bb326181f816affee9a1d86e4cfc2,elbow bone
6bb8b4e54252a57a4f1b931617438b67,forearm/lower arm
573ce5969e9884d49d4fab77b09a306a,hand
4ab4aca1c61c78b89338c3e3804e0e9d,palm
06afb295d7cd0344fe5cd55f43831952,right hand
1e11d4610cc2e4985dcbf2d69e1bd8a2,left hand
f24788eb4397a8df8712e3944864d6ae,wing (of bird)
4e1df3d256693afb3630685668820df4,leg
22b84b6e35ace0cd87f805ecf020ff36,knee
7c9d7b41d406aebd5736927d17168de9,knee cap/patella
7b8dfd8a6526b3cedeeed841bb78b3ee,knee hollow/popliteal region
6ece4fa02d083a4412dd94a236fa2a93,calf
12a0852b1a5f77f797900387fca77bf4,ankle
29d27620bbd281ce336b18f9dae781dc,ankle bone
d8735f7489c94f42f508d7eb1c249584,foot
beb7f7a395dc21ad97425bbc061afbaf,sole
869d06a727133f76b36ee65ed260204e,footprint
3d626430fe419adb63173dbbd8d158fa,hoof (of animal)
6293bb820f7446a2d1b5b3ac88b80181,"crippled/lame (lit. ""handicapped-footed"")"
e7efda40b1c94805070cd9bf9638ae27,finger
f12105146129696d6a7e0ed521db2e48,thumb
38e60015f4763be153e95413261d7c14,toe
d2bfb839fff2e432d64b18e920c3c57c,big toe
fdb0a58c0a751447290029e8406a6bdd,knuckle (joint of digit)
8ab8a4dfab57b4618331ffc958ebb4ec,nail
88d7ca3a8d9b90dac45256648f2e5e13,fingernail
5ef1158c168b9b0d6718ef86b9afb68a,toenail
31637e9569d49f97dd80c6b4ede6f760,claw (of animal)
7558a02773ac8842004ed3dbcbba1ff7,talon (of bird)
e27081a9bd5a2572c28c996501c45c50,hair (general)
a20a42de6a1a71f0ea6277b6c507f4a8,hair of head
d8355948568f2e85b8f084c97ee19c9b,beard
37f15e1d224559baf2ffccf4fa955486,goatee
5e1aecf150c31ae292b4b324ad2654ba,moustache
de1a950da85f5e3d18138d6710a83331,body hair
aad6ccc9827f47ad0f8fd614e9f9ca50,underarm hair
fe5f7a0a48a81695d07fef568d03d4ce,chest hair
aa70df266f226171eb33e858de425553,leg hair
e1917e513fbd664d5a7f6f2e868968f4,fur (of animal)
cd6844740cd57d37c5a8bf4d83883f92,feather (of bird)
57d65bc066f17f4afb11172b5a738c4a,sweat/perspiration
f3576af3b7020aafeed5254742b59e17,itch (v.)/be itchy
0d8dc086e16e3ac48f05d555994da7d7,fat
a57fc812a9521b8c0ede9a2724351a55,bone
7255360852b1f018f8f914c90b4da82f,sinew/tendon (muscle to bone)
6b157916b43b09df5a22f658ccb92b64,blood
58fe895084037c202da7dae31e14fff4,joint
3839b0cdd434530110115a990772ec42,marrow
2cf182cef6230c07c5206f027db2af4e,lung
dbd782e4fa150c6df2d8ce5926aa9cc1,breath
748673b031c2bae806c0c9fdd87942ac,blow (mouth)
3189934774aa880fa7fbf8da8f9e446d,heart
ab309313142df64b0c8a000f1c11a12e,liver
d8862646c09125096d06d16a074858e7,bile
4385738b1450a64b743b258c7c551701,kidney
3e88197d1da226ad4422c00b4e9fa3fd,urine
c01a2057ed2e71970b125e72ae2f1311,stomach
0852a7f73ef0719a6c78fbb829bf6571,intestines/bowels
a33cd76b232a0977ad0c4bdc0a9cbdf5,anus/rectum
26e644348659ca9aeebc6f56412480dc,defecate (v.)
5d03353b82f9abdef670f16a8f4d94a3,give birth
7bd17e344d7d4e490ae68b1c28b9662d,egg (of animal)
1213c62fceeefdeb5bd6ed9620494246,cough
c95d898a165bb652a559fec9a0e2f86a,laugh
d0b1ac85b47023da02270375366abaa7,be sick/be ill/hurt
c9d8f0a1ac49790e7e87d9e3fee85877,slingshot
9022a153e6190f10d9b57aa4232b8aea,arrow
c89ee4a2c9dcae6581ca53bff9aa4ee5,axe
4cbfe67340292113c37189ac59871696,knife
ab1991b4286f7e79720fe0d4011789c8,spade
4bf84babe76dabda6c4da4d25354704d,needle
40a1269384fda0e2827b751a7d34cec0,comb
57adbb92cc85d2836274b7b40c33deb3,mortar
f553f567663674eb9138e88150a7dbf3,pestle
f8d1ce191319ea8f4d1d26e65e130dd5,loom
0f6cdb621b452ac6fb994d88e674e49f,basket
93cf979968351ae42d066e96edbde178,fish basket
d5833ce2eb295903c4967a67528c5e7e,large rice basket
0714723730a54ea22c45bb9ee15b2369,basket strap
362a804e329d05abbc40845d73292e2e,shoulder bag
2feaaf89c21770ea5c21196bc33848dd,door
fef2576d54dbde017a3a8e4df699ef6d,room
2d86bdac01a3315b95794ffa7360edc3,wall
dc700272f46fb3ddd0550f40664239af,spear
0040a6b9ae417522ef81c5e08fc3e6ec,road/path
e7a80f49aaf2f65de93dfa4bf552285d,clothes
2a4cf2d1d5c0de7f61ccf52efb920f47,hat/headdress
25035b696adab5392334d25a32956a21,skirt
a4c93f6bac03ce6b997a170c05331bdf,design/pattern
ecbfde1394f2dfe02d50081d8a35dba6,pot
f3f58ee455ae41da2ad5de06bf55e8de,cup
2de3e7e6aab22cfe40b21f071283c565,thongs
bb7409e82cb01b88edc816a6b2f3ec7d,necklace
b7ed54a7be85994ee1f9225130435809,Implements.024
b4e387bdcd3e67af8c75b4889228f98f,earring
d9e5d212320e7d96e921831554be696d,medicine
2ac43aa43bf473f9a9c09b4b608619d3,light
900bc885d7553375aec470198a9514f3,sky
ebd556e6dfc99dbed29675ce1c6c68e5,sun
628b7db04235f228d40adc671413a8c8,day
c7c3169c21f1d92e9577871831d067c8,morning
93a04b066fd81a1017825f2dcda313b2,night
84cdc76cabf41bd7c961f6ab12f117d8,year
6d4db5ff0c117864a02827bad3c361b9,moon
8ff953dd97c4405234a04291dee39e0b,star
7e25b972e192b01004b62346ee9975a5,wind
a1234b3161b4fbfdfb96dd576b65bbea,cloud
23678db5efde9ab46bce8c23a6d91b50,rain
015f28b9df1bdd36427dd976fb73b29d,fire
fdfa02ecf86feac3801254da57c1c9ba,smoke
7be9047ff475ad1bae9095ec3529dd84,ash/cinder
642a7c07be23973c5e6ec91616fb88ac,burn/be on fire (v.i.)
936f8869ec33e50fe7fc5ab686e71fcd,kindle/set fire to (v.t.)
3c6f58be2474abf652b613858395335f,burn off fields/slash and burn
9460370bb0ca1c98a779b1bcc6861c2c,water
a5b03048ebe345c488e0ca30eff6ab0c,river
2a2d595e6ed9a0b24f027f2b63b134d6,spring
f9323f5b51fc23e30c10623bd38de6ff,well
241d239d803f6e100d3d20f7b6cfdca6,earth/ground/dry land (vs. water)
ec6d9c8953ab272295ec0469bbed59ab,mountain
0a840ef45467fb3932dbf2c2896c5cbf,stone
601fe8f98bd965659f49d986b56229f4,cave/hole (in rock)
ceb20772e0c9d240c75eb26b0e37abee,salt
bcd31c714bca2c41ffca31bd03003311,iron
e07e81c20cf5935f5225765f0af81755,gold
b8a9f715dbb64fd5c56e7783c6820a61,two
35d6d33467aae9a2e3dccb4b6b027878,three
8cbad96aced40b3838dd9f07f6ef5772,four
30056e1cab7a61d256fc8edd970d14f5,five
f52b5e449a2303c031a0c3a1109360bf,six
bb3aec0fdcdbc2974890f805c585d432,seven
24d27c169c2c881eb09a065116f2aa5c,eight
c785e1ed2950e3e36b1e2ca01f299a54,nine
b1b9a972ccd8c962a473909b97007eb4,ten
9c8454ddf7aa50116496bac348d7550d,eleven
15f6f8dc036519d7fe15b39338f6e5db,twelve
422ecc084f2458defc620ecebf2a6448,thirteen
ab389edaabf8d841f5719d0cf64006a3,twenty
97a9bccc3dd6254bd19760d42178ace9,fifty
34b569aa5f872cc9d12a7f4e5adf8ec0,hundred
0854fc37bb31a6e5ac2d101de7fb8736,great grandfather
f680d8063dc7d9af0217c7077b672d67,great grandmother
cece98bbc1da1c4115e7120a303aea84,paternal grandfather
335247f62475eb590d9ffd885bbd7e23,paternal grandmother
f94ab61304e2fd1200779b28fce8f680,maternal grandmother
0de959beaa82daa7df6ef2286d071a6d,father
6ee6a213cb02554a63b1867143572e70,mother
a856c352b8190c0b4ba2f6f967bca65d,paternal uncle (elder)
50abd2b2630318a89221567f0a22ff6e,wife of older paternal uncle
4e6422fd8c999f64867e1b6ca4885cf2,paternal aunt (elder)
e95cce52143fe23832f17f559e392e73,younger paternal uncle
8e746e6efc4f8ec583882104c191086e,wife of younger paternal uncle
38851692d1fd268f82b2d0e293820114,paternal aunt's husband
fcd10ad65f9d4cf471af107761fe3e71,paternal aunt (younger)
f58ab2b3bd6ec965f916b8b02ac8eb58,maternal uncle
3723dd9df6388f4f04f35e379c71a6dd,wife of maternal uncle
4db3b8fd5971c09766a4850cb5971c27,older maternal aunt's husband
b8c2fd2db75c6afa881e32d2956629af,younger maternal aunt's husband
c5d0945465d34538d8eb2c188738e029,maternal aunt (mother's younger sister)
70579ea42f90192418c486461c59e4c0,father-in-law
21da2a0a449e17af8a0b9ead3d9bf869,mother-in-law
b9edad1b0b5ff587011dfc52d3fbb3b4,brother of male (elder)
9f2e1304d63d4673d0f2d3623ec834f8,sister of male (elder)
fd91723780a8aa1a937b606adb6be499,brother of male (younger)
982ce056f3a4d006e6c09115a613456f,sister of male (younger)
cae0daff9614285d092fc0844638b575,sister of female (elder)
f52f0f51368301d73b26e8ff67fc7d48,brother of female (younger)
2decc1baed4678f7c526b3e421dab1a2,oldest sister
c22f62c1dbd77f25b9e8b45303dd7490,oldest brother
a2d4100de5a4c446ab1f52b1bf20cd93,husband
bb4694a26a39df7501f8bb8cbdd13e38,wife
498d3c6bfa033f6dc1be4fcc3c370aa7,son
2b0cf9520521ebe2b9c24fd0449d0ad7,daughter
603c045f56432c2f272caac5eeb5a144,daughter-in-law
b174e4cd6c60c48b29ef4cf6c47da261,son-in-law
d20fe8fcebab6be60c404a71946b1657,brother-in-law of male (younger)
2ab04865d6359551cddfb42a394b84f2,brother-in-law of female (older)
29ac052790181bc9aad48619260c4620,sister-in-law of male (older)
e1f24bb81035d7f7251671d8a14cf19a,sister-in-law of female
3ca5088d02dfb0fc668a0e2898ec3d93,grandchild
1b7d5726533ab525a8760351e9b5e415,child
e03809389baf957cc2a5503cdfe36dd2,countr
813f8ce580f276558ce9e5093468b1ab,village
2ca63cddd54f9490efad22421891a9d1,house
492ad91488fb5e32d40b4721265e8a35,ghos
3bf1114a986ba87ed28fc1b5884fc2f8,shadow
269a0ae2c253f5bd66e0f58c6b0ab05b,dream (v.)
8812662dcf3e5db0247c0f85909363fc,dream
b068931cc450442b63f5b3d276ea4297,name
97334b9fa6823aabe393b9fff476f15d,surname/clan
bab4ff04cc14af66e4d42c85f888cfe6,leaf
63a9f0ea7bb98050796b649e85481845,root
b9361276e142f306ab7c98020de7b8cc,thorn
608f0b988db4a96066af7dd8870de96c,flower
ac95ab07782ca0ea724b677443650bab,bark (of tree)
076a7b1d6613bcd80d9e5bfa87e8fa81,branch/bough
22811dd94d65037ef86535740b98dec8,wood
8e0784a23b769046be921960fef2ddf9,fruit (general)
f3f1e19bebcc591ae51d97c59abab647,ripe
72b302bf297a228a75730123efef7c41,banana
82960335036ff4ddc124b78af7777ee4,bamboo
01299ed751cac6b25a09c5a72be41de5,vegetable (general)
73a35cdba1ccca375d73735757f325db,mustard greens
46086bc60bd5c19cc4078727e6dc971b,bean
936d8f0827567bab7e339991107c12ba,pea
43f66a1d7aaf3dcc794212b383099718,rice field/paddy field
5dc98547cb1b5259f93706c25e3794e1,rice field/swidden/upland field
15b32ae33014b29186bab9d523f42cea,cooked rice
19962124870d73f3f0fb7cd350bdb847,unhusked rice
220e68e8cc2bb29bba92eab4740fe9fa,husked rice
6ad0e29c601c6c16ff6a974bc3929cb8,lemon mint
6f374060aebf4d4f9a846337dd989c5a,curry
9865ec7186deb56062c1f924963d992e,liquor
09d440e487d45777c05c3a6552ad9154,grass
15dc8bed4e380a261b7794769b97a74d,pine
4e026537a7d32360c5a22b7cb2e7f61a,mushroom
173a059d9dd99f07bb46c7a1ef5a3088,tobacco
ba9cff47632a0906d8121e594cb93a15,wither
f349f07c695b5f5ff3634cd76c0079af,2sg
dc434e2f29d49d9aeba5958d5462b177,3sg
1cbfb724ceee46cd879df7c7cfbe7dca,break
af17bc3b4a86a96a0f053a7e5f7c18ba,fly
aaec96e907231cf5419699f0af7936ec,defecate
2c5ca38849d1b0b961844c065214ff1a,hair
422cde921874e356b91ad1beaea456c9,see/know
12de3a4dab98ef8a7d67aace8150b540,come
e2a7106f1cc8bb1e1318df70aa0a3540,enter
46f71c76983fdee6da6d23c449c8dbc6,exist/be
3248bc7547ce97b2a197b2a06cf7283d,finish
db05c988e5abdf34301dfd0e54998a67,run/flee
40d4a203bc881c2d59c6fa3f6ffe0848,spin
a88f05b6c963e145a45b58c47cd42a41,hide
96f223040672ea79c655dceda08e0830,fall
54c84b40e9ff5a31472904a0cd2f0a17,think
67537fe8cfd8b4c8e036a19404dfba38,want/desire
6e578ced8620311c061ee588b4a74f67,expect
4abe77c201ff11663ccdf52fd6ecea86,accept
127604b318d10d8fc44cd434c4ad692e,accustomed
2e832695acc0021e408170941763724b,climb/ascend
f7a657c78a15abb5302fcf8acfcfe148,descend
d4579b2688d675235f402f6b4b43bcbf,do
a1ec23e9b9ab43a88222d9949ee26499,give
657f8b8da628ef83cf69101b6817150a,help
2ca578aa88ec758e564db6fea28039f2,steal
534735884d341071762ede7af01c53e8,kill
94a9f5155f55b31c73482d54bbceec54,cut (wood)
9db1396159444fec005e8004c08c51d7,hit/strike
6029acbe056a2ee1ddaeb088d190b71e,cut (vegetables)
e3e90fd6d2a7c4661a1a3acf2f60bc6d,cook
61c2cd61e70a8c8ae932a10df21e9540,boil
cb017a2af4338ed37b33bba54163d0c3,roast
9f783498ddd27a6b47dff39f76832c5d,toast/cook from the side
ee5208ab62d1a569908fde449c87da98,seek/search
4aa1e7414849577e6d4c076c08782d3a,drive
bc9bf7bb6c4ab8d0daf374963110f4a7,hunt
ba6bbc3f09fc8179cc8d7cf2e8df881c,fear/frighten
69d4bb17f27c77514f91f524ecae24d0,sharpen
c168a2bc673be90e75392d921959237c,forget
f175e09ccd29c70d6cfd9181256da4a7,kick
324b1f603b05850ff761c4b435a817fd,fight with
68f6f171811b2cede3c3a4084ad9918c,brush
b2f89823829d173028627e4b01b93037,twist/knead
06daa245a3bde4e3ff43bece97cb7704,pound/crush
2568fa9f52b34de6328f5044555fe7b6,grind
ed6579eaedd0e67b3ed51c7ee7071044,weave
48519f7557e1b0f05c65a0455dc64fb1,sew
cd8e7918010a87cc619849e00265c9a6,chase
87d4eeb7dec7686410748d174c0e0a11,sit
945b93f37cd9aa702a7380756f44e36a,stand
6867d0a9d4967ddd003dc9a0108e8ee0,stick (v.)
5514f8a58ce2bcd3e5feb12868051f65,shoot (v.)
1534477b314797aae378d292ec836521,dig
615393e1e0a95c3e3be4b2b23a65c533,scoop out
53b9e9679a8ea25880376080b76f98ad,call
19edd082200abf61c4e1cad5ac3e34db,produce/emerge
b31fe7374d79d16b94fafd0563ff186c,carry (on shoulders)
123fead50246387983ee340507115ef4,release
a2f26a443b13754ae4f7b62c60568a36,arrive
7a3c518623b9309651d2e485b54e1e7b,grope (in the dark)
c695be4ac9d9282355db8c412a4d0a84,squeeze
15c74daa224f69d40cf879d573981d67,wash
9c87c2d7bb201dd3c3924d75c2636307,bathe
b74af4fe1313bbc52cf0f5253f42e6cd,stretch oneself
a6fd878576ddebcb1e621611ba637d65,fan onself
bd352c8df49c325dd22ad8867e6ef874,tie
4c33ad0970091cd38cbb0be25ece4aaa,untie
8aa02b227ebde68e63cd78353e14407e,scratch/scrape
8325324b47e1e62a1c2998a640cbdc72,sell
0461ebd2b773878eac9f78a891912d65,buy
5c731c8c4ee0f43b4b605d534f888603,exchange
485ec278821f55d103fe0b06eaa85fa3,borrow
49256b9819abacbb8e6e031a03abe81b,wait
22aadb26447d87b550b155a4d764fad0,cross
63faabca234a29640f3344e74c0672da,decay
ef970bddec97fd21182fe92b7ed20751,deceive
bb43293d920646f9308f8e7c848d33de,tempt
6391ea92d2d8122515115a04b59d5c55,add together
1977c9daa1d67de51a4651abdb160c09,fit
6f7f9432d35dea629c8384dab312259a,strong
0f5264038205edfb1ac05fbb0e8c5e94,long
7aa8a0deb43109deac12fc515944c9e6,long (time)
03b8329bda582e068b951613bbc070a0,crooked
9bbd993d9da7df60b3fd4a4ed721b082,round
1ffd9e753c8054cc61456ac7fac1ac89,black
d508fe45cecaf653904a0e774084bb5c,white
bda9643ac6601722a28f238714274da4,red
9f27410725ab8cc8854a2769c7a516b8,green
17d965747c701d6ffb406cad0f4265dc,far
85f06cc816f93b8a6dbb1a494f813358,near
1d6ad39ff8ff378c5e23ef5921065891,bitter
716f6b30598ba30945d84485e61c1027,close
e549a200372db9f3fcfac9f384e4ac2d,sweet
f50e6c3593d2dfc0f3f5420263dffdd0,sour
b6015aee178749457a14c559e4924fc3,thick
36ea88c42525c5f42ebbe0fd38a893a5,thin
48bb6e862e54f2a795ffc4e541caed4d,easy
e40b34e3380d6d2b238762f0330fbd84,cheap
41273acb23c652a1fdcaa4b47901f691,ashamed
a557264a7d6c783f6fb57fb7d0b9d6b0,sharp
22af645d1859cb5ca6da0c484f1f37ea,new
149603e6c03516362a8da23f624db945,old
16ff575e4bc2170f825b5bd0d29f28f0,old (age)
931c5a94e7cf4c5d0ee2900c3c2ae1ea,angry (hear is bursting)
c0db7d4e3cbad2b18c767c659f448a11,able
123402c04dcfb6625f688f771a5fc05d,clean
e8008e06909d08bccc344f7e56b1461b,beautiful
6627415e807ee33c7302917216e7da68,deep
e5d7cffe25654f7e3a1e334118c71549,correct
d64a84456adc959f56de6af685d0dadd,hard
dc58a7971816b41f3cc2b8c0f5f1bf0c,soft
8d966b2253a917086c8604959e152243,high
6ce1a133fa63d64306c463bdd3122598,tall
a957a3153eb7126b1c5f8b6aac35de53,warm
75e52a0ecfafeda17a34fc60111c1f0b,cold
88fcc23b74f16d118617cefb688c83b6,damp
81e047aa9039b5428b6d6f5c440f4670,dry
fff25994ee3941b225ba898fd17d186f,fine
7cfe64ea44dc3bbeb63b29ff3039a481,heavy
3fdcd15938a77c4b3bbb9b0a09ab1705,light (weight)
0423fa423baf1ea8139f6662869faf2f,tight
f5976db642aedcb6139ab549408e876a,fast/quick
8cd283d8b7bacc277f2bae5e26ce6d1e,many
85d7268154243dde3d530c057ef6d283,more than (comparative degree)
5d40f6a94e91ccb1147ed7f5693ab0c0,resemble/be like
a4010945e4bd924bc2a890a2effea0e6,follow
6ceb99e973376035f16b078932171a86,be fat
e86117e4f380873438880d09d3e2238f,put/place
1e4483e833025ac10e6184e75cb2d19d,animal
81566e986cf8cc685a05ac5b634af7f8,cow
559e604696a7ab4bde4dc1cc85927783,deer (generic)
d8e265f13545e890c178a34a72f62c43,otter
0e9312087f58f367d001ec9bae8f325a,egg
c75a200b51baa29aa7e2e11ee54c09b3,grasshopper
84cbc9152c9352bf97352a8da0d9e9b3,armpit
71f95cdf6e0dee71ca5fa5ef052f8821,armpit hair
7a069c23854db69bf9cec1b28150f6cb,shoulder
fe1b49004425f2612bd0726f129d9c73,wart
56ea4e79b4a41c0dc872bb873fde04c1,right (side)
8b8df1e9e64120e1be610dc703300cc7,left (side)
ab137fb61f6a42cf08e6e4ed8f106461,back (of something); behind
25a75ad04cf6f5b5a13a5d9d2d8e9a82,body; torso
8db8ebd9499664a8ddd2fbbc07b882c2,limbs
23d7ad0153d318ae330bb0b399e92da4,upper arm
416189288fa181fa4ffc3633f21c3094,upper leg; thigh; lap
519df5ea233286f687b03898971dac1f,bosom; chest
55fd182612fa83b217fc65caa301f108,groin; loins
